"ID","Number","Flex_LL","Flex_UL","SW_LL","SW_UL","SW_Wt_LL","SW_Wt_UL","SW_Meas_Type","Freq_LL","Freq_UL","Freq_Std","Freq_BSL","Freq_Wt"
12652,MX669-IS-7CO,63.0,73.0,10.0,10.001,90.0,96.0,Center of Gravity,349.0,355.0,88,177.8,285
12653,MX721-ITX7CO,55.0,65.0,10.0,10.001,121.0,127.0,Center of Gravity,374.0,380.0,88,177.8,285
12654,MX721-ITXPCO,50.0,60.0,10.0,10.001,122.0,128.0,Center of Gravity,410.0,416.0,88,177.8,285
12655,XG016-WR-1C,121.0,131.0,10.0,10.001,57.0,63.0,Center of Gravity,242.0,248.0,88,177.8,196
12656,XG018-IL-1C,66.0,76.0,10.0,10.001,48.5,54.5,Center of Gravity,200.0,206.0,87,177.8,285
12657,XG018-IR-1C,115.0,125.0,10.0,10.001,62.0,68.0,Center of Gravity,222.0,228.0,88,177.8,285
12658,AU232-IR-4,84.0,94.0,21.97,22.59,69.0,74.0,Center of Gravity,272.0,276.0,88,177.8,285
12659,AU232-IR-5,81.0,91.0,21.62,22.24,70.5,75.5,Center of Gravity,284.0,288.0,88,177.8,285
12660,AU232-IR-6,78.0,88.0,21.11,21.73,74.0,79.0,Center of Gravity,297.0,301.0,88,177.8,285
12661,AU232-IR-8,74.0,84.0,20.32,20.94,77.5,82.5,Center of Gravity,322.0,326.0,88,177.8,285
12662,AU232-IR-9,70.0,80.0,19.81,20.43,78.5,83.5,Center of Gravity,343.0,347.0,88,177.8,285
12663,AU232-IR-P,68.0,78.0,19.26,19.88,80.5,85.5,Center of Gravity,360.0,364.0,88,177.8,285
12664,AU232-IS-2,79.0,89.0,22.45,23.07,71.0,76.0,Center of Gravity,277.0,281.0,88,177.8,285
12665,AU232-IS-3,77.0,87.0,22.05,22.67,73.0,78.0,Center of Gravity,287.0,291.0,88,177.8,285
12666,AU232-IS-4,74.0,84.0,21.62,22.24,74.0,79.0,Center of Gravity,299.0,303.0,88,177.8,285
12667,AU232-IS-5,71.0,81.0,21.26,21.88,75.0,80.0,Center of Gravity,307.0,311.0,88,177.8,285
12668,AU232-IS-6,71.0,81.0,20.67,21.29,79.0,84.0,Center of Gravity,323.0,327.0,88,177.8,285
12669,AU232-IS-8,67.0,77.0,20.08,20.7,81.5,86.5,Center of Gravity,350.0,354.0,88,177.8,285
12670,AU232-IS-9,60.0,70.0,19.57,20.19,84.0,89.0,Center of Gravity,372.0,376.0,88,177.8,285
12671,AU232-IS-P,56.0,66.0,19.14,19.76,85.0,90.0,Center of Gravity,391.0,395.0,88,177.8,285
12673,CW139-IL-2B,50.0,64.0,3.1,5.1,40.0,46.0,Swing Weight Points,257.0,263.0,80,186.69,246
12674,SF315-WR-1,0.0,0.0,18.5,22.5,45.5,49.5,Gram Swing Weight,0.0,0.0,0,0.0,0
12675,SF315-WS-1,0.0,0.0,19.3,23.3,50.5,54.5,Gram Swing Weight,0.0,0.0,0,0.0,0
12676,SF316-WS-1,0.0,0.0,21.0,25.0,50.0,54.0,Gram Swing Weight,0.0,0.0,0,0.0,0
12677,MX729-IR-4AO,101.0,111.0,10.0,10.001,61.0,67.0,Center of Gravity,262.0,268.0,88,177.8,285
12678,CW177-IA-3,40.0,54.0,8.3,10.3,59.0,64.0,Swing Weight Points,256.0,262.0,80,186.69,246
12679,MX669-IS-3CO,71.0,81.0,10.0,10.001,91.0,97.0,Center of Gravity,302.0,308.0,88,177.8,285
12680,MX669-IS-4CO,69.0,79.0,10.0,10.001,91.0,97.0,Center of Gravity,314.0,320.0,88,177.8,285
12681,MX669-IS-5CO,67.0,77.0,10.0,10.001,91.0,97.0,Center of Gravity,326.0,332.0,88,177.8,285
12682,MX669-IS-6CO,66.0,76.0,10.0,10.001,90.0,96.0,Center of Gravity,337.0,343.0,88,177.8,285
12683,MX669-IS-8CO,61.0,71.0,10.0,10.001,90.0,96.0,Center of Gravity,361.0,367.0,88,177.8,285
12684,MX669-IS-9CO,60.0,70.0,10.0,10.001,90.0,96.0,Center of Gravity,373.0,379.0,88,177.8,285
12685,MX669-IS-PCO,59.0,69.0,10.0,10.001,91.0,97.0,Center of Gravity,385.0,391.0,88,177.8,285
12686,MX681-IS-3CO,56.0,66.0,10.0,10.001,106.0,112.0,Center of Gravity,315.0,321.0,88,177.8,285
12687,MX681-IS-4CO,54.0,64.0,10.0,10.001,106.5,112.5,Center of Gravity,327.0,333.0,88,177.8,285
12688,MX681-IS-5CO,50.0,60.0,10.0,10.001,105.0,111.0,Center of Gravity,339.0,345.0,88,177.8,285
12689,MX681-IS-6CO,49.0,59.0,10.0,10.001,106.5,112.5,Center of Gravity,351.0,357.0,88,177.8,285
12690,MX681-IS-7CO,48.0,58.0,10.0,10.001,106.0,112.0,Center of Gravity,363.0,369.0,88,177.8,285
12691,MX681-IS-8CO,47.0,57.0,10.0,10.001,107.0,113.0,Center of Gravity,375.0,381.0,88,177.8,285
12692,MX681-IS-9CO,53.0,63.0,10.0,10.001,109.0,115.0,Center of Gravity,387.0,393.0,88,177.8,285
12693,MX681-IS-PCO,48.0,58.0,10.0,10.001,107.0,113.0,Center of Gravity,399.0,405.0,88,177.8,285
12694,MX721-ITX3CO,58.0,68.0,10.0,10.001,123.5,129.5,Center of Gravity,326.0,332.0,88,177.8,285
12695,MX721-ITX4CO,58.0,68.0,10.0,10.001,121.5,127.5,Center of Gravity,338.0,344.0,88,177.8,285
12696,MX721-ITX5CO,57.0,67.0,10.0,10.001,121.0,127.0,Center of Gravity,350.0,356.0,88,177.8,285
12697,MX721-ITX6CO,55.0,65.0,10.0,10.001,122.0,128.0,Center of Gravity,362.0,368.0,88,177.8,285
12698,MX721-ITX8CO,53.0,63.0,10.0,10.001,122.0,128.0,Center of Gravity,386.0,392.0,88,177.8,285
12699,MX721-ITX9CO,53.0,63.0,10.0,10.001,123.0,129.0,Center of Gravity,398.0,404.0,88,177.8,285
12700,MX681-ITX3CO,53.0,63.0,10.0,10.001,111.5,117.5,Center of Gravity,326.0,332.0,88,177.8,285
12701,MX681-ITX4CO,52.0,62.0,10.0,10.001,111.5,117.5,Center of Gravity,338.0,344.0,88,177.8,285
12702,MX681-ITX5CO,50.0,60.0,10.0,10.001,114.0,120.0,Center of Gravity,350.0,356.0,88,177.8,285
12703,MX681-ITX6CO,51.0,61.0,10.0,10.001,113.0,119.0,Center of Gravity,362.0,368.0,88,177.8,285
12704,MX681-ITX7CO,54.0,64.0,10.0,10.001,114.0,120.0,Center of Gravity,374.0,380.0,88,177.8,285
12705,MX681-ITX8CO,53.0,63.0,10.0,10.001,114.0,120.0,Center of Gravity,386.0,392.0,88,177.8,285
12706,MX681-ITX9CO,50.0,60.0,10.0,10.001,114.0,120.0,Center of Gravity,398.0,404.0,88,177.8,285
12707,MX681-ITXPCO,46.0,56.0,10.0,10.001,112.0,118.0,Center of Gravity,410.0,416.0,88,177.8,285
12708,AU232-IR-3,98.0,108.0,22.25,22.87,67.5,72.5,Center of Gravity,261.0,265.0,88,177.8,285
12709,MX793-IA-1,101.0,111.0,10.0,10.001,65.0,70.0,Center of Gravity,244.0,250.0,88,177.8,285
12710,MX793-IR-1,97.0,107.0,10.0,10.001,66.5,71.5,Center of Gravity,254.0,260.0,88,177.8,285
12711,SF315-WSR1,0.0,0.0,20.6,24.6,46.0,50.0,Gram Swing Weight,0.0,0.0,0,0.0,0
12712,AU233-WS-1,105.0,119.0,21.82,22.44,51.5,56.5,Center of Gravity,270.0,274.0,87,177.8,196
12713,AU234-WS-1,93.0,107.0,21.74,22.36,61.5,66.5,Center of Gravity,270.0,274.0,88,177.8,196
12714,AU236-WS-1,83.0,97.0,21.89,22.51,60.0,65.0,Center of Gravity,282.0,286.0,88,177.8,196
12715,AU237-WS-1,79.0,93.0,22.13,22.75,69.0,74.0,Center of Gravity,283.0,287.0,88,177.8,196
12716,AU235-WS-1,97.0,111.0,22.13,22.75,69.0,74.0,Center of Gravity,275.0,279.0,88,177.8,196
12717,AU238-WS-1,76.0,90.0,21.07,21.69,81.0,86.0,Center of Gravity,285.0,289.0,88,177.8,196
12718,CW178-IR-3,38.0,52.0,11.3,13.3,79.0,83.0,Swing Weight Points,268.0,274.0,80,186.69,246
12719,CW179-IS-3,33.0,47.0,11.2,13.2,95.0,99.0,Swing Weight Points,285.0,291.0,80,186.69,246
12720,KHAI2026,0.0,0.0,0.0,0.0,0.0,0.0,"",235.0,245.0,80,186.69,196
12725,MX796-ITX1A,73.0,83.0,10.0,10.001,106.5,112.5,Center of Gravity,292.0,298.0,88,177.8,285
12726,MX795-IS-1A,86.0,96.0,10.0,10.001,96.0,102.0,Center of Gravity,274.0,280.0,88,177.8,285
12727,MX795-IX-1A,81.0,91.0,10.0,10.001,98.0,104.0,Center of Gravity,284.0,290.0,88,177.8,285
12728,MX795-ITX1A,71.0,81.0,10.0,10.001,98.5,104.5,Center of Gravity,292.0,298.0,88,177.8,285
12729,MX794-IS-1A,89.0,99.0,10.0,10.001,82.0,88.0,Center of Gravity,264.0,270.0,88,177.8,285
12730,MX794-IS-1AO,89.0,99.0,10.0,10.001,82.0,88.0,Center of Gravity,264.0,270.0,88,177.8,285
12731,MX794-IX-1A,82.0,92.0,10.0,10.001,85.5,91.5,Center of Gravity,274.0,280.0,88,177.8,285
12732,MX794-ITX1A,76.0,86.0,10.0,10.001,89.5,95.5,Center of Gravity,292.0,298.0,88,177.8,285
12733,MX793-IA-1A,101.0,111.0,10.0,10.001,67.5,73.5,Center of Gravity,244.0,250.0,88,177.8,285
12734,MX793-IR-1A,97.0,107.0,10.0,10.001,69.0,75.0,Center of Gravity,254.0,260.0,88,177.8,285
12735,MX792-IA-1A,110.0,120.0,10.0,10.001,61.5,67.5,Center of Gravity,244.0,250.0,88,177.8,285
12736,MX792-IR-1A,102.0,112.0,10.0,10.001,63.5,69.5,Center of Gravity,254.0,260.0,88,177.8,285
12737,MX948-WR-1,104.0,116.0,10.0,10.001,54.5,57.5,Center of Gravity,252.0,258.0,88,177.8,196
12738,MX948-WS-1,90.0,102.0,10.0,10.001,55.5,58.5,Center of Gravity,270.0,276.0,88,177.8,196
12739,MX948-WX-1,86.0,98.0,10.0,10.001,56.0,59.0,Center of Gravity,282.0,288.0,88,177.8,196
12740,MX948-WTX1,84.0,96.0,10.0,10.001,56.5,59.5,Center of Gravity,287.0,293.0,88,177.8,196
12741,AU232-IR-3A,98.0,108.0,22.25,22.87,70.0,76.0,Center of Gravity,261.0,265.0,88,177.8,285
12742,AU232-IR-4A,84.0,94.0,21.97,22.59,71.5,77.5,Center of Gravity,272.0,276.0,88,177.8,285
12743,AU232-IR-5A,81.0,91.0,21.62,22.24,73.0,79.0,Center of Gravity,284.0,288.0,88,177.8,285
12744,AU232-IR-6A,78.0,88.0,21.11,21.73,76.5,82.5,Center of Gravity,297.0,301.0,88,177.8,285
12745,AU232-IR-8A,74.0,84.0,20.32,20.94,80.0,86.0,Center of Gravity,322.0,326.0,88,177.8,285
12746,AU232-IR-9A,70.0,80.0,19.81,20.43,81.0,87.0,Center of Gravity,343.0,347.0,88,177.8,285
12747,AU232-IR-PA,68.0,78.0,19.26,19.88,83.0,89.0,Center of Gravity,360.0,364.0,88,177.8,285
12748,AU232-IS-2A,79.0,89.0,22.45,23.07,73.5,79.5,Center of Gravity,277.0,281.0,88,177.8,285
12749,AU232-IS-3A,77.0,87.0,22.05,22.67,75.5,81.5,Center of Gravity,287.0,291.0,88,177.8,285
12750,AU232-IS-4A,74.0,84.0,21.62,22.24,76.5,82.5,Center of Gravity,299.0,303.0,88,177.8,285
12751,AU232-IS-5A,71.0,81.0,21.26,21.88,77.5,83.5,Center of Gravity,307.0,311.0,88,177.8,285
12752,AU232-IS-6A,71.0,81.0,20.67,21.29,81.5,87.5,Center of Gravity,323.0,327.0,88,177.8,285
12753,AU232-IS-8A,67.0,77.0,20.08,20.7,84.0,90.0,Center of Gravity,350.0,354.0,88,177.8,285
12755,AU232-IS-9A,60.0,70.0,19.57,20.19,86.5,92.5,Center of Gravity,372.0,376.0,88,177.8,285
12756,AU232-IS-PA,56.0,66.0,19.14,19.76,87.5,93.5,Center of Gravity,391.0,395.0,88,177.8,285
12757,TE056-WW-1,72.0,84.0,10.0,10.001,36.5,42.5,Center of Gravity,227.0,233.0,87,177.8,196
12758,TE056-WA-1,64.0,76.0,10.0,10.001,37.5,43.5,Center of Gravity,237.0,243.0,87,177.8,196
12759,TE056-WR-1,118.0,130.0,10.0,10.001,38.5,44.5,Center of Gravity,247.0,253.0,87,177.8,196
12760,TE057-WA-1,129.0,141.0,10.0,10.001,46.0,52.0,Center of Gravity,237.0,243.0,87,177.8,196
12761,TE057-WR-1,116.0,128.0,10.0,10.001,48.5,54.5,Center of Gravity,252.0,258.0,87,177.8,196
12762,TE057-WS-1,101.0,113.0,10.0,10.001,51.5,57.5,Center of Gravity,267.0,273.0,87,177.8,196
12763,CW178-IR-3A,38.0,52.0,11.3,13.3,80.5,86.5,Swing Weight Points,268.0,274.0,80,186.69,246
12764,CW178-IR-3AC,38.0,52.0,11.3,13.3,80.5,86.5,Swing Weight Points,268.0,274.0,80,186.69,246
12765,CW179-IS-3A,33.0,47.0,11.2,13.2,96.5,102.5,Swing Weight Points,285.0,291.0,80,186.69,246
12766,CW179-IS-3AC,33.0,47.0,11.2,13.2,96.5,102.5,Swing Weight Points,285.0,291.0,80,186.69,246
12767,CW177-IA-3A,40.0,54.0,8.3,10.3,61.5,67.5,Swing Weight Points,256.0,262.0,80,186.69,246
12768,YM131-US-2A,0.0,0.0,10.0,10.001,67.6,73.6,Center of Gravity,266.0,272.0,88,177.8,285
12769,YM131-WS-1A,0.0,0.0,10.0,10.001,57.0,63.0,Center of Gravity,258.0,264.0,88,177.8,196
12770,YM131-WS-3A,0.0,0.0,10.0,10.001,58.5,64.5,Center of Gravity,277.0,283.0,88,177.8,196
12771,YM130-US-2A,0.0,0.0,10.0,10.001,53.5,59.5,Center of Gravity,238.0,244.0,88,177.8,285
12772,YM130-USR2A,0.0,0.0,10.0,10.001,52.5,58.5,Center of Gravity,228.0,234.0,88,177.8,285
12773,YM130-UR-2A,0.0,0.0,10.0,10.001,50.5,56.5,Center of Gravity,218.0,224.0,88,177.8,285
12774,YM130-WS-1A,0.0,0.0,10.0,10.001,50.0,56.0,Center of Gravity,250.0,256.0,88,177.8,196
12775,YM130-WSR1A,0.0,0.0,10.0,10.001,48.5,54.5,Center of Gravity,240.0,246.0,88,177.8,196
12776,YM130-WR-1A,0.0,0.0,10.0,10.001,47.0,53.0,Center of Gravity,230.0,236.0,88,177.8,196
12777,YM130-WS-3A,0.0,0.0,10.0,10.001,51.0,57.0,Center of Gravity,266.0,272.0,88,177.8,196
12778,YM130-WSR3A,0.0,0.0,10.0,10.001,49.5,55.5,Center of Gravity,256.0,262.0,88,177.8,196
12779,YM130-WR-3A,0.0,0.0,10.0,10.001,48.0,54.0,Center of Gravity,246.0,252.0,88,177.8,196
12780,SP415-IR-3A,0.0,0.0,10.0,10.001,60.5,64.5,Center of Gravity,242.0,248.0,88,177.8,285
12781,SP415-IS-3A,0.0,0.0,10.0,10.001,62.5,66.5,Center of Gravity,257.0,263.0,88,177.8,285
12782,SP415-UR-1A,0.0,0.0,10.0,10.001,58.0,62.0,Center of Gravity,227.0,233.0,88,177.8,285
12783,SP415-USR1A,0.0,0.0,10.0,10.001,60.0,64.0,Center of Gravity,237.0,243.0,88,177.8,285
12784,SP415-US-1A,0.0,0.0,10.0,10.001,61.5,65.5,Center of Gravity,242.0,248.0,88,177.8,285
12785,SP415-WR-1A,0.0,0.0,10.0,10.001,51.5,55.5,Center of Gravity,212.0,218.0,87,177.8,196
12786,SP415-WSR1A,0.0,0.0,10.0,10.001,54.0,58.0,Center of Gravity,222.0,228.0,87,177.8,196
12787,SP415-WS-1A,0.0,0.0,10.0,10.001,55.5,59.5,Center of Gravity,232.0,238.0,87,177.8,196
12788,MX954-WS-1,100.0,110.0,10.0,10.001,55.5,58.5,Center of Gravity,270.0,276.0,88,177.8,196
12789,MX954-WX-1,91.0,101.0,10.0,10.001,58.0,61.0,Center of Gravity,287.0,293.0,88,177.8,196
12790,MX954-WTX1,82.0,92.0,10.0,10.001,59.5,62.5,Center of Gravity,299.0,305.0,88,177.8,196
12791,MX955-WS-1,96.0,106.0,10.0,10.001,64.5,67.5,Center of Gravity,272.0,278.0,88,177.8,196
12792,TE056-WW-1A,72.0,84.0,10.0,10.001,39.5,45.5,Center of Gravity,227.0,233.0,87,177.8,196
12793,TE056-WA-1A,64.0,76.0,10.0,10.001,40.5,46.5,Center of Gravity,237.0,243.0,87,177.8,196
12794,TE056-WR-1A,118.0,130.0,10.0,10.001,41.5,47.5,Center of Gravity,247.0,253.0,87,177.8,196
12795,TE057-WA-1A,129.0,141.0,10.0,10.001,49.0,55.0,Center of Gravity,237.0,243.0,87,177.8,196
12796,TE057-WR-1A,116.0,128.0,10.0,10.001,51.5,57.5,Center of Gravity,252.0,258.0,87,177.8,196
12797,TE057-WS-1A,101.0,113.0,10.0,10.001,54.5,60.5,Center of Gravity,267.0,273.0,87,177.8,196
12798,MX947-WR-1,121.0,133.0,10.0,10.001,44.5,47.5,Center of Gravity,249.0,255.0,87,177.8,196
12799,MX947-WS-1,106.0,118.0,10.0,10.001,48.0,51.0,Center of Gravity,269.0,275.0,87,177.8,196
12800,MX955-WX-1,87.0,97.0,10.0,10.001,66.5,69.5,Center of Gravity,289.0,295.0,88,177.8,196
12801,MX955-WTX1,81.0,91.0,10.0,10.001,67.5,70.5,Center of Gravity,299.0,305.0,88,177.8,196
12802,MX953-WS-1,118.0,128.0,10.0,10.001,48.5,51.5,Center of Gravity,269.0,275.0,88,177.8,196
12803,MX956-WX-1,85.0,95.0,10.0,10.001,77.0,80.0,Center of Gravity,291.0,297.0,88,177.8,196
12804,MX959-WR-1,125.0,135.0,10.0,10.001,44.5,47.5,Center of Gravity,249.0,255.0,87,177.8,196
12805,MX959-WS-1,107.0,117.0,10.0,10.001,46.5,49.5,Center of Gravity,269.0,275.0,87,177.8,196
12806,MX960-WS-1,103.0,113.0,10.0,10.001,56.5,59.5,Center of Gravity,272.0,278.0,88,177.8,196
12807,MX960-WX-1,95.0,105.0,10.0,10.001,58.0,61.0,Center of Gravity,282.0,288.0,88,177.8,196
12808,MX961-WS-1,105.0,115.0,10.0,10.001,68.0,71.0,Center of Gravity,272.0,278.0,88,177.8,196
12809,MX961-WX-1,97.0,107.0,10.0,10.001,68.5,71.5,Center of Gravity,282.0,288.0,88,177.8,196
12810,MX962-WX-1,95.0,105.0,10.0,10.001,77.5,80.5,Center of Gravity,282.0,288.0,88,177.8,196
12811,MNP060,0.0,0.0,10.0,10.001,44.0,50.0,Center of Gravity,230.0,236.0,88,177.8,196
12812,MNP061,0.0,0.0,10.0,10.001,45.0,51.0,Center of Gravity,246.0,252.0,88,177.8,196
12828,YR193-IR-5,0.0,0.0,18.78,19.18,41.0,45.0,Center of Gravity,271.0,277.0,87,177.8,196
12829,YR193-IR-6,0.0,0.0,18.54,18.92,41.0,45.0,Center of Gravity,278.0,284.0,87,177.8,196
12830,YR193-IR-7,0.0,0.0,18.37,18.75,42.0,46.0,Center of Gravity,292.0,298.0,87,177.8,196
12831,YR193-IR-8,0.0,0.0,17.95,18.33,43.0,47.0,Center of Gravity,304.0,310.0,87,177.8,196
12832,YR193-IR-9,0.0,0.0,17.89,18.27,45.0,49.0,Center of Gravity,315.0,321.0,87,177.8,196
12833,YR193-IR-P,0.0,0.0,17.5,17.86,48.0,52.0,Center of Gravity,334.0,340.0,87,177.8,196
12834,YR193-IR-A,0.0,0.0,16.96,17.32,52.5,56.5,Center of Gravity,354.0,360.0,87,177.8,196
12835,YR193-IR-S,0.0,0.0,16.53,16.89,56.5,60.5,Center of Gravity,367.0,373.0,87,177.8,196
12836,SF315-WA-1,0.0,0.0,18.0,22.0,43.5,47.5,Gram Swing Weight,0.0,0.0,0,0.0,0
12838,M7P072,0.0,0.0,21.84,22.28,46.0,51.0,Center of Gravity,241.0,247.0,87,177.8,196
12839,CB050-WR-1,105.0,115.0,10.0,10.001,59.0,64.0,Center of Gravity,262.0,268.0,88,177.8,196
12840,CB050-WS-1,98.0,108.0,10.0,10.001,61.0,66.0,Center of Gravity,272.0,278.0,88,177.8,196
12841,CB050-WX-1,90.0,100.0,10.0,10.001,63.0,68.0,Center of Gravity,282.0,288.0,88,177.8,196
12842,CB051-WS-1,99.0,109.0,10.0,10.001,66.0,71.0,Center of Gravity,272.0,278.0,88,177.8,196
12843,CB051-WX-1,90.0,100.0,10.0,10.001,68.0,73.0,Center of Gravity,282.0,288.0,88,177.8,196
12844,CW158-IR-2B,62.0,76.0,6.4,8.4,63.5,69.5,Swing Weight Points,232.0,238.0,80,186.69,246
12845,CW158-ISR2B,59.0,73.0,6.4,8.4,65.0,71.0,Swing Weight Points,242.0,248.0,80,186.69,246
12846,CW158-IS-2B,56.0,70.0,6.5,8.5,66.5,72.5,Swing Weight Points,252.0,258.0,80,186.69,246
12847,YM130-IR-5A,0.0,0.0,10.0,10.001,49.0,55.0,Center of Gravity,254.0,260.0,87,177.8,285
12848,YM130-IR-6A,0.0,0.0,10.0,10.001,50.0,56.0,Center of Gravity,262.0,268.0,87,177.8,285
12849,YM130-IR-7A,0.0,0.0,10.0,10.001,51.0,57.0,Center of Gravity,270.0,276.0,87,177.8,285
12850,YM130-IR-8A,0.0,0.0,10.0,10.001,51.5,57.5,Center of Gravity,278.0,284.0,87,177.8,285
12851,YM130-IR-9A,0.0,0.0,10.0,10.001,52.0,58.0,Center of Gravity,286.0,292.0,87,177.8,285
12852,YM130-IR-PA,0.0,0.0,10.0,10.001,53.5,59.5,Center of Gravity,304.0,310.0,87,177.8,285
12853,CB052-WS-1,83.0,93.0,10.0,10.001,62.5,67.5,Center of Gravity,272.0,278.0,88,177.8,196
12854,CB052-WX-1,77.0,87.0,10.0,10.001,64.0,69.0,Center of Gravity,282.0,288.0,88,177.8,196
12855,MX949-WS-1,92.0,104.0,10.0,10.001,64.5,67.5,Center of Gravity,272.0,278.0,88,177.8,196
12856,MX949-WX-1,91.0,103.0,10.0,10.001,65.0,68.0,Center of Gravity,282.0,288.0,88,177.8,196
12857,MX949-WTX1,88.0,100.0,10.0,10.001,66.5,69.5,Center of Gravity,287.0,293.0,88,177.8,196
12858,YR193-IA-5,0.0,0.0,18.86,19.26,40.5,44.5,Center of Gravity,261.0,267.0,87,177.8,196
12859,YR193-IA-6,0.0,0.0,18.62,19.0,41.0,45.0,Center of Gravity,270.0,276.0,87,177.8,196
12860,YR193-IA-7,0.0,0.0,18.37,18.75,41.5,45.5,Center of Gravity,282.0,288.0,87,177.8,196
12861,YR193-IA-8,0.0,0.0,18.18,18.56,42.5,46.5,Center of Gravity,290.0,296.0,87,177.8,196
12862,YR193-IA-9,0.0,0.0,18.15,18.53,44.0,48.0,Center of Gravity,304.0,310.0,87,177.8,196
12863,YR193-IA-P,0.0,0.0,17.61,17.97,46.0,50.0,Center of Gravity,323.0,329.0,87,177.8,196
12864,YR193-IA-A,0.0,0.0,17.14,17.5,51.0,55.0,Center of Gravity,340.0,346.0,87,177.8,196
12865,YR193-IA-S,0.0,0.0,16.74,17.1,56.5,60.5,Center of Gravity,355.0,361.0,87,177.8,196
12866,YR193-IA-5A,0.0,0.0,18.86,19.26,42.0,48.0,Center of Gravity,261.0,267.0,87,177.8,196
12867,YR193-IA-6A,0.0,0.0,18.62,19.0,42.5,48.5,Center of Gravity,270.0,276.0,87,177.8,196
12868,YR193-IA-7A,0.0,0.0,18.37,18.75,43.0,49.0,Center of Gravity,282.0,288.0,87,177.8,196
12869,YR193-IA-8A,0.0,0.0,18.18,18.56,44.0,50.0,Center of Gravity,290.0,296.0,87,177.8,196
12870,YR193-IA-9A,0.0,0.0,18.15,18.53,45.5,51.5,Center of Gravity,304.0,310.0,87,177.8,196
12871,YR193-IA-PA,0.0,0.0,17.61,17.97,47.5,53.5,Center of Gravity,323.0,329.0,87,177.8,196
12872,YR193-IA-AA,0.0,0.0,17.14,17.5,52.5,58.5,Center of Gravity,340.0,346.0,87,177.8,196
12873,YR193-IA-SA,0.0,0.0,16.74,17.1,58.0,64.0,Center of Gravity,355.0,361.0,87,177.8,196
12874,YR193-IL-6,0.0,0.0,19.05,19.43,37.5,41.5,Center of Gravity,249.0,255.0,87,177.8,196
12875,YR193-IL-7,0.0,0.0,18.76,19.12,38.0,42.0,Center of Gravity,261.0,267.0,87,177.8,196
12876,YR193-IL-8,0.0,0.0,18.59,18.95,39.5,43.5,Center of Gravity,272.0,278.0,87,177.8,196
12877,YR193-IL-9,0.0,0.0,18.4,18.76,40.5,44.5,Center of Gravity,281.0,287.0,87,177.8,196
12878,YR193-IL-P,0.0,0.0,17.25,17.61,41.5,45.5,Center of Gravity,300.0,306.0,87,177.8,196
12879,YR193-IL-A,0.0,0.0,16.86,17.2,41.5,45.5,Center of Gravity,316.0,322.0,87,177.8,196
12880,YR193-IL-S,0.0,0.0,16.74,17.08,43.0,47.0,Center of Gravity,334.0,340.0,87,177.8,196
12881,MX946-WA-1,58.0,70.0,10.0,10.001,38.0,41.0,Center of Gravity,237.0,243.0,87,177.8,196
12882,YR193-IL-6A,0.0,0.0,19.05,19.43,39.5,45.5,Center of Gravity,249.0,255.0,87,177.8,196
12883,YR193-IL-7A,0.0,0.0,18.76,19.12,40.0,46.0,Center of Gravity,261.0,267.0,87,177.8,196
12884,YM130-ISR5A,0.0,0.0,10.0,10.001,51.0,57.0,Center of Gravity,264.0,270.0,87,177.8,285
12885,YM130-ISR6A,0.0,0.0,10.0,10.001,51.5,57.5,Center of Gravity,272.0,278.0,87,177.8,285
12886,YM130-ISR7A,0.0,0.0,10.0,10.001,52.5,58.5,Center of Gravity,280.0,286.0,87,177.8,285
12887,YM130-ISR8A,0.0,0.0,10.0,10.001,53.0,59.0,Center of Gravity,288.0,294.0,87,177.8,285
12888,YM130-ISR9A,0.0,0.0,10.0,10.001,53.5,59.5,Center of Gravity,296.0,302.0,87,177.8,285
12889,YM130-ISRPA,0.0,0.0,10.0,10.001,55.0,61.0,Center of Gravity,314.0,320.0,87,177.8,285
12890,YR193-IL-8A,0.0,0.0,18.59,18.95,41.5,47.5,Center of Gravity,272.0,278.0,87,177.8,196
12891,YR193-IL-9A,0.0,0.0,18.4,18.76,42.5,48.5,Center of Gravity,281.0,287.0,87,177.8,196
12892,YR193-IL-PA,0.0,0.0,17.25,17.61,43.5,49.5,Center of Gravity,300.0,306.0,87,177.8,196
12893,YR193-IL-AA,0.0,0.0,16.86,17.2,43.5,49.5,Center of Gravity,316.0,322.0,87,177.8,196
12894,YR193-IL-SA,0.0,0.0,16.74,17.08,45.0,51.0,Center of Gravity,334.0,340.0,87,177.8,196
12895,MX998-IW-1AO,132.0,142.0,10.0,10.001,47.0,53.0,Center of Gravity,220.0,226.0,87,177.8,285
12896,CB053-WS-1,86.0,96.0,10.0,10.001,70.0,75.0,Center of Gravity,272.0,278.0,88,177.8,196
12897,CB053-WX-1,81.0,91.0,10.0,10.001,72.0,77.0,Center of Gravity,282.0,288.0,88,177.8,196
12898,CB054-WA-1,111.0,121.0,10.0,10.001,46.0,51.0,Center of Gravity,252.0,258.0,87,177.8,196
12899,CB054-WR-1,102.0,112.0,10.0,10.001,48.0,53.0,Center of Gravity,262.0,268.0,87,177.8,196
12900,CB054-WS-1,94.0,104.0,10.0,10.001,50.0,55.0,Center of Gravity,272.0,278.0,87,177.8,196
12901,SF321-WSR1,0.0,0.0,25.3,29.3,55.0,59.0,Gram Swing Weight,0.0,0.0,0,0.0,0
