"PartID","ZMID","Diam_LL","Diam_UL","Min_Under","Max_Over"
4244,69,8.99,9.09,0.051,0.025
4257,122,14.6,15.01,0.127,0.127
4257,40,14.88,15.29,0.127,0.127
4257,46,14.71,15.11,0.127,0.127
4257,9,9.32,9.42,0.051,0.025
4257,17,9.32,9.42,0.051,0.025
4232,112,15.75,16.26,0.127,0.127
4232,117,8.94,9.09,0.051,0.025
4232,16,9.17,9.32,0.051,0.025
4233,39,15.75,16.26,0.127,0.127
4233,69,8.94,9.09,0.051,0.025
4233,74,9.17,9.32,0.051,0.025
4235,39,15.75,16.26,0.127,0.127
4235,69,8.94,9.09,0.051,0.025
4237,39,15.75,16.26,0.127,0.127
4237,43,9.3,9.45,0.051,0.025
4237,54,9.3,9.45,0.051,0.025
4269,54,9.3,9.45,0.051,0.025
1622,21,9.3,9.45,0.051,0.025
1622,112,15.8,16.2,0.127,0.127
1622,113,9.3,9.45,0.051,0.025
4270,18,9.3,9.45,0.051,0.025
4270,39,15.8,16.2,0.127,0.127
4270,54,9.3,9.45,0.051,0.025
4271,21,9.3,9.45,0.051,0.025
4271,112,15.8,16.2,0.127,0.127
4271,113,9.3,9.45,0.051,0.025
2478,112,15.8,16.2,0.127,0.127
2478,113,9.3,9.45,0.051,0.025
2478,21,9.3,9.45,0.051,0.025
4273,18,9.3,9.45,0.051,0.025
4273,39,15.8,16.2,0.127,0.127
4273,54,9.3,9.45,0.051,0.025
4274,21,9.3,9.45,0.051,0.025
4274,112,15.8,16.2,0.127,0.127
4274,113,9.3,9.45,0.051,0.025
4275,39,15.62,16.13,0.127,0.127
4275,18,9.3,9.45,0.051,0.025
4275,54,9.3,9.45,0.051,0.025
4276,21,9.3,9.45,0.051,0.025
4276,112,15.62,16.13,0.127,0.127
4276,113,9.3,9.45,0.051,0.025
4277,39,15.62,16.13,0.127,0.127
4277,43,8.41,8.56,0.051,0.025
4277,54,8.41,8.56,0.051,0.025
4279,39,15.8,16.2,0.127,0.127
4279,18,9.3,9.45,0.051,0.025
4279,54,9.3,9.45,0.051,0.025
4280,21,9.3,9.45,0.051,0.025
4280,113,9.3,9.45,0.051,0.025
4249,112,14.99,15.49,0.127,0.127
4249,113,8.46,8.53,0.051,0.025
4249,68,8.46,8.53,0.051,0.025
9304,112,15.15,15.55,0.003,0.003
9304,233,8.5,8.7,0.003,0.003
9304,103,8.5,8.7,0.003,0.003
4280,112,15.8,16.2,0.127,0.127
3820,113,9.3,9.45,0.051,0.025
4283,112,15.75,16.26,0.127,0.127
4283,16,9.17,9.32,0.051,0.025
4283,117,8.94,9.09,0.051,0.025
3948,74,9.17,9.32,0.0,0.0
3947,16,9.17,9.47,0.0,0.0
3746,113,8.81,8.91,0.0,0.0
3746,134,8.81,9.09,0.0,0.0
1259,39,15.62,16.13,0.127,0.127
1259,43,8.41,8.56,0.051,0.025
1259,54,8.41,8.56,0.051,0.025
1258,112,15.62,16.13,0.127,0.127
1258,113,8.41,8.56,0.051,0.025
1258,92,8.41,8.71,0.051,0.508
1319,39,15.75,16.26,0.127,0.127
1319,43,8.41,8.56,0.051,0.025
1319,54,8.41,8.56,0.051,0.025
1318,112,15.75,16.26,0.127,0.127
1318,113,8.41,8.56,0.051,0.025
1318,92,8.41,8.71,0.051,0.025
1289,39,15.49,16.0,0.127,0.127
1289,43,8.41,8.56,0.051,0.025
1289,54,8.41,8.56,0.051,0.025
1288,112,15.49,16.0,0.127,0.127
1288,113,8.41,8.56,0.051,0.025
1288,92,8.41,8.71,0.051,0.025
4289,39,15.67,16.18,0.127,0.127
4289,69,8.94,9.09,0.051,0.025
4289,74,9.17,9.32,0.051,0.025
2437,16,9.17,9.32,0.051,0.025
2437,117,8.94,9.09,0.051,0.025
2437,112,15.67,16.18,0.127,0.127
4291,16,9.17,9.32,0.051,0.025
4291,117,8.94,9.09,0.051,0.025
4291,112,15.8,16.2,0.127,0.127
4290,39,15.8,16.2,0.127,0.127
4290,69,8.94,9.09,0.051,0.025
4290,74,9.17,9.32,0.051,0.025
9304,92,8.5,8.7,0.003,0.003
7363,112,16.03,16.53,0.003,0.003
4272,39,15.8,16.2,0.127,0.127
4272,54,9.3,9.45,0.508,0.025
4272,18,9.3,9.45,0.051,0.025
4288,58,13.97,14.33,0.0,0.0
4288,136,14.68,15.04,0.0,0.0
4288,137,8.97,9.12,0.0,0.0
4282,58,14.1,14.45,0.0,0.0
4282,136,14.71,15.06,0.0,0.0
4282,137,8.97,9.12,0.0,0.0
4282,16,9.27,9.47,0.0,0.0
4285,58,14.35,14.71,0.0,0.0
4285,136,15.06,15.42,0.0,0.0
3743,46,14.17,14.68,0.127,0.127
3743,54,8.81,8.91,0.051,0.025
3808,121,14.17,14.68,0.127,0.127
3808,113,8.81,8.91,0.051,0.025
3745,122,13.34,13.84,0.127,0.127
3745,46,14.17,14.68,0.127,0.127
3807,54,8.81,8.91,0.051,0.025
3799,133,8.81,8.91,0.051,0.025
3804,121,15.37,15.88,0.127,0.127
3800,121,15.19,15.7,0.127,0.127
3861,17,9.32,9.42,0.0,0.0
4258,17,9.32,9.42,0.0,0.0
4298,69,8.94,9.09,0.051,0.025
4298,74,9.17,9.32,0.051,0.025
4298,39,15.7,16.2,0.127,0.127
4299,16,9.17,9.47,0.051,0.025
4299,112,15.7,16.2,0.127,0.127
4299,117,8.94,9.09,0.051,0.025
4300,18,9.3,9.45,0.051,0.025
4300,39,15.72,16.13,0.127,0.127
4300,54,9.3,9.45,0.051,0.025
4301,21,9.3,9.45,0.051,0.025
4301,112,15.72,16.13,0.127,0.127
4301,113,9.3,9.45,0.051,0.025
4302,18,9.3,9.45,0.051,0.025
4302,39,15.8,16.2,0.127,0.127
4302,54,9.3,9.45,0.051,0.025
4303,21,9.3,9.45,0.051,0.025
4303,112,15.8,16.2,0.127,0.127
4303,113,9.3,9.45,0.051,0.025
4304,21,9.3,9.45,0.051,0.025
4304,112,15.72,16.13,0.127,0.127
4304,113,9.3,9.45,0.051,0.025
4305,92,8.41,8.56,0.051,0.025
4305,113,8.41,8.56,0.051,0.025
4305,112,15.24,15.75,0.127,0.127
4306,18,9.3,9.45,0.051,0.025
4306,39,15.72,16.13,0.127,0.127
4306,54,9.3,9.45,0.051,0.025
4307,21,9.3,9.45,0.051,0.025
4307,112,15.72,16.13,0.127,0.127
4307,113,9.3,9.45,0.051,0.025
4308,113,9.32,9.47,0.051,0.025
4308,112,15.11,15.62,0.127,0.127
4308,105,9.32,9.47,0.051,0.025
4309,39,15.7,16.2,0.127,0.127
4309,74,9.17,9.32,0.051,0.025
4309,69,8.94,9.09,0.051,0.025
4310,16,9.17,9.6,0.051,0.025
4310,112,15.7,16.2,0.127,0.127
4310,117,8.94,9.09,0.051,0.025
8919,112,14.95,15.35,0.003,0.003
8919,233,9.09,9.29,0.003,0.003
8919,249,9.4,9.6,0.003,0.003
1965,18,9.3,9.45,0.051,0.025
1965,39,15.72,16.13,0.127,0.127
1965,54,9.3,9.45,0.051,0.025
1686,21,9.3,9.6,0.051,0.025
1686,112,15.72,16.13,0.127,0.127
1686,113,9.3,9.45,0.051,0.025
1966,18,9.3,9.45,0.051,0.025
1966,39,15.72,16.13,0.127,0.127
1966,54,9.3,9.45,0.051,0.025
1649,21,9.3,9.6,0.051,0.025
1649,113,9.3,9.45,0.051,0.025
1649,112,15.72,16.13,0.127,0.127
1945,39,15.72,16.13,0.127,0.127
1945,69,8.94,9.09,0.051,0.025
1945,74,9.12,9.27,0.051,0.025
1537,16,9.12,9.27,0.051,0.025
1537,117,8.94,9.09,0.051,0.025
1537,112,15.72,16.13,0.127,0.127
9305,112,15.2,15.6,0.003,0.003
9305,233,8.5,8.7,0.003,0.003
9305,103,8.5,8.7,0.003,0.003
9305,92,8.5,8.7,0.003,0.003
7363,54,8.46,8.56,0.003,0.003
7363,387,8.46,8.71,0.003,0.003
1951,39,15.72,16.13,0.127,0.127
1951,69,8.94,9.09,0.051,0.025
1951,74,9.12,9.27,0.051,0.025
1699,16,9.12,9.27,0.051,0.025
1699,117,8.94,9.09,0.051,0.025
1699,112,15.72,16.13,0.127,0.127
6536,112,16.03,16.53,0.003,0.003
4154,69,8.94,9.09,0.051,0.025
4154,74,9.17,9.32,0.051,0.025
4154,39,15.7,16.2,0.127,0.127
4155,16,9.17,9.32,0.051,0.025
4155,112,15.7,16.2,0.127,0.127
4155,117,8.94,9.09,0.051,0.025
4156,18,9.3,9.45,0.051,0.025
4156,39,15.72,16.13,0.127,0.127
4156,54,9.3,9.45,0.051,0.025
4157,113,9.3,9.45,0.051,0.025
4157,112,15.72,16.13,0.127,0.127
4157,21,9.3,9.45,0.051,0.025
4162,92,8.41,8.56,0.051,0.025
4162,112,15.19,15.7,0.127,0.127
4162,113,8.41,8.56,0.051,0.025
4163,92,8.41,8.56,0.051,0.025
4163,112,15.24,15.75,0.127,0.127
4163,113,8.41,8.56,0.051,0.025
6536,54,8.46,8.56,0.003,0.003
6536,387,8.46,8.71,0.003,0.003
4164,112,15.24,15.75,0.127,0.127
4164,113,8.41,8.56,0.051,0.025
4164,92,8.41,8.56,0.051,0.025
4165,87,9.29,9.45,0.003,0.003
4165,112,14.61,15.11,0.003,0.003
4165,69,9.29,9.45,0.003,0.003
4166,112,14.74,15.24,0.003,0.003
4166,69,9.29,9.45,0.003,0.003
4166,87,9.29,9.45,0.003,0.003
4167,87,9.29,9.45,0.003,0.003
4167,112,14.74,15.24,0.003,0.003
4167,69,9.29,9.45,0.003,0.003
4168,113,9.3,9.45,0.051,0.025
4168,112,14.73,15.24,0.127,0.127
4168,105,9.3,9.45,0.051,0.025
4169,112,14.99,15.49,0.127,0.127
4169,113,9.3,9.45,0.051,0.025
4169,105,9.3,9.45,0.051,0.025
2952,87,9.3,9.45,0.051,0.025
4170,112,15.11,15.62,0.127,0.127
4170,105,9.3,9.45,0.051,0.025
4170,113,9.3,9.45,0.051,0.025
4171,113,8.41,8.56,0.051,0.025
4171,112,14.73,15.24,0.127,0.127
4171,68,8.41,8.56,0.051,0.025
4172,68,8.41,8.56,0.051,0.025
4172,113,8.41,8.56,0.051,0.025
4172,112,14.99,15.49,0.127,0.127
4173,112,15.11,15.62,0.127,0.127
4173,113,8.41,8.56,0.051,0.025
4173,68,8.41,8.56,0.051,0.025
4174,39,14.86,15.37,0.127,0.127
4174,87,9.32,9.47,0.051,0.025
4174,54,9.32,9.47,0.051,0.025
4175,105,9.32,9.47,0.051,0.025
4175,112,14.86,15.37,0.127,0.127
4175,113,9.32,9.47,0.051,0.025
3690,133,8.81,8.91,0.051,0.025
4177,112,14.99,15.49,0.127,0.127
4177,113,9.32,9.47,0.051,0.025
4177,105,9.32,9.47,0.051,0.025
4178,133,8.81,8.91,0.051,0.025
4178,54,8.81,8.91,0.051,0.025
4178,46,14.68,15.19,0.127,0.127
4179,113,8.81,8.91,0.051,0.025
4179,134,8.81,9.09,0.051,0.025
4179,121,14.68,15.19,0.127,0.127
4181,134,8.81,9.09,0.051,0.025
4181,113,8.81,8.91,0.051,0.025
4181,60,13.59,14.1,0.127,0.127
4181,121,14.33,14.83,0.127,0.127
4180,134,8.81,9.09,0.051,0.025
4180,121,14.43,14.94,0.127,0.127
4180,113,8.81,8.91,0.051,0.025
4180,60,13.72,14.22,0.127,0.127
4182,60,13.72,14.22,0.127,0.127
4182,121,14.43,14.94,0.127,0.127
4182,134,8.81,9.09,0.051,0.025
4182,113,8.81,8.91,0.051,0.025
1367,39,15.75,16.26,0.127,0.127
1367,43,9.3,9.45,0.051,0.025
1367,54,9.3,9.45,0.051,0.025
1366,112,15.75,16.26,0.127,0.127
1366,113,9.3,9.45,0.051,0.025
1366,92,9.3,9.6,0.051,0.025
4221,54,8.76,8.91,0.051,0.025
4222,112,15.24,15.75,0.127,0.127
4222,113,8.76,8.91,0.051,0.025
4222,92,8.76,9.09,0.051,0.025
4223,54,8.76,8.91,0.051,0.025
4223,43,8.76,8.91,0.051,0.025
4223,39,15.24,15.75,0.127,0.127
4224,112,15.24,15.75,0.127,0.127
4224,113,8.76,8.91,0.051,0.025
4224,92,8.76,9.09,0.051,0.025
1323,39,15.62,16.13,0.127,0.127
1323,43,8.41,8.56,0.051,0.025
1323,54,8.41,8.56,0.051,0.025
1322,92,8.41,8.71,0.051,0.025
1322,112,15.62,16.13,0.127,0.127
1322,113,8.41,8.56,0.508,0.025
4153,16,9.22,9.32,0.0,0.0
3982,102,9.35,9.45,0.051,0.025
3988,88,9.35,9.45,0.051,0.025
2610,39,14.58,14.88,0.127,0.127
2726,16,9.22,9.32,0.051,0.025
3542,54,8.81,8.91,0.051,0.025
4184,60,15.14,15.65,0.127,0.127
4184,121,15.11,15.62,0.127,0.127
4184,113,8.81,8.91,0.051,0.025
4185,60,15.24,15.75,0.127,0.127
2348,58,14.22,15.24,0.003,0.003
2348,380,15.06,15.42,0.003,0.003
2348,121,15.06,15.42,0.003,0.003
2348,69,8.96,9.12,0.003,0.003
2348,16,9.27,9.45,0.003,0.003
6340,60,14.22,15.24,0.003,0.003
6340,126,14.33,14.73,0.003,0.003
6340,121,14.33,14.73,0.003,0.003
6340,41,9.32,9.42,0.003,0.003
6340,102,9.39,9.55,0.003,0.003
5162,58,14.35,15.24,0.003,0.003
4185,121,15.16,15.67,0.127,0.127
4185,113,8.81,8.91,0.051,0.025
4185,49,8.81,9.09,0.051,0.025
4183,60,14.96,15.47,0.127,0.127
4183,121,15.11,15.62,0.127,0.127
4183,49,8.81,9.09,0.051,0.025
4328,122,14.53,15.24,0.127,0.127
4329,122,14.4,15.24,0.127,0.127
4329,40,14.99,15.39,0.127,0.127
4329,46,14.78,15.19,0.127,0.127
4362,39,15.8,16.2,0.127,0.127
4362,18,9.3,9.45,0.051,0.025
4362,54,9.3,9.45,0.051,0.025
1621,21,9.3,9.45,0.051,0.025
1621,112,15.8,16.2,0.127,0.127
1621,113,9.3,9.45,0.051,0.025
4364,39,15.8,16.2,0.127,0.127
4364,69,8.94,9.09,0.051,0.025
4364,74,9.17,9.32,0.051,0.025
1593,16,9.17,9.32,0.051,0.025
1593,117,8.94,9.09,0.051,0.025
1593,112,15.8,16.2,0.127,0.127
4363,39,15.8,16.2,0.127,0.127
4363,69,8.94,9.09,0.051,0.025
4363,74,9.17,9.32,0.051,0.025
1592,16,9.17,9.32,0.051,0.025
1592,117,8.94,9.09,0.051,0.025
1592,112,15.8,16.2,0.127,0.127
4365,39,15.62,16.13,0.127,0.127
4365,54,8.41,8.56,0.051,0.025
4365,43,8.41,8.56,0.051,0.025
1447,92,8.41,8.71,0.051,0.025
1447,112,15.62,16.13,0.127,0.127
1447,113,8.41,8.56,0.051,0.025
4366,39,15.62,16.13,0.127,0.127
4366,43,8.41,8.56,0.051,0.025
4366,54,8.41,8.56,0.051,0.025
1434,92,8.41,8.71,0.051,0.025
1434,112,15.62,16.13,0.127,0.127
1434,113,8.41,8.56,0.051,0.025
4367,39,15.62,16.13,0.127,0.127
4367,43,8.41,8.56,0.051,0.025
4367,54,8.41,8.56,0.051,0.025
4368,92,8.41,8.71,0.051,0.025
4368,112,15.62,16.13,0.127,0.127
4368,113,8.41,8.56,0.051,0.025
4371,39,15.8,16.2,0.127,0.127
4371,74,9.17,9.32,0.051,0.025
4371,69,8.94,9.09,0.051,0.025
4372,112,15.8,16.2,0.127,0.127
4372,16,9.17,9.32,0.051,0.025
4372,117,8.94,9.09,0.051,0.025
4373,39,15.8,16.2,0.127,0.127
4373,74,9.17,9.32,0.051,0.025
4373,69,8.94,9.09,0.051,0.025
1591,16,9.17,9.32,0.051,0.025
1591,112,15.8,16.2,0.127,0.127
1591,117,8.94,9.09,0.051,0.025
4374,39,15.8,16.2,0.127,0.127
4374,74,9.17,9.32,0.051,0.025
4374,69,8.94,9.09,0.051,0.025
1590,16,9.17,9.32,0.051,0.025
1590,117,8.94,9.09,0.051,0.025
1590,112,15.8,16.2,0.127,0.127
4375,18,9.3,9.45,0.051,0.025
4375,39,15.8,16.2,0.127,0.127
4375,54,9.3,9.45,0.051,0.025
4376,21,9.3,9.45,0.051,0.025
4408,60,14.58,14.99,0.127,0.127
4408,126,14.66,15.06,0.127,0.127
4408,121,14.6,15.01,0.127,0.127
4342,60,14.48,14.88,0.127,0.127
4342,126,15.01,15.42,0.127,0.127
4342,121,14.73,15.14,0.127,0.127
4342,113,9.32,9.42,0.051,0.025
4342,49,9.32,9.55,0.051,0.025
4376,112,15.8,16.2,0.127,0.127
4376,113,9.3,9.45,0.051,0.025
4377,18,9.3,9.45,0.051,0.025
4377,39,15.67,16.08,0.127,0.127
4377,54,9.3,9.45,0.051,0.025
4378,112,15.67,16.08,0.127,0.127
4378,113,9.3,9.45,0.051,0.025
4378,21,9.3,9.45,0.051,0.025
4379,39,15.67,16.08,0.127,0.127
4379,74,9.17,9.32,0.051,0.025
4379,69,8.94,9.09,0.051,0.025
1575,16,9.17,9.32,0.051,0.025
1575,117,8.94,9.09,0.051,0.025
1575,112,15.67,16.08,0.127,0.127
4380,39,15.67,16.08,0.127,0.127
4380,74,9.17,9.32,0.051,0.025
4380,69,8.94,9.09,0.051,0.025
1553,16,9.17,9.32,0.051,0.025
1553,117,8.94,9.09,0.051,0.025
1553,112,15.67,16.08,0.127,0.127
4381,39,15.67,16.08,0.127,0.127
4381,74,9.17,9.32,0.051,0.025
4381,69,8.94,9.09,0.051,0.025
1528,16,9.17,9.32,0.051,0.025
1528,117,8.94,9.09,0.051,0.025
1528,112,15.67,16.08,0.127,0.127
4384,18,9.3,9.45,0.051,0.025
4384,39,15.67,16.08,0.127,0.127
4384,54,9.3,9.45,0.051,0.025
1864,21,9.3,9.45,0.051,0.025
1864,112,15.67,16.08,0.127,0.127
1864,113,9.3,9.45,0.051,0.025
4382,39,15.67,16.08,0.127,0.127
4382,18,9.3,9.45,0.051,0.025
4382,54,9.3,9.45,0.051,0.025
4383,21,9.3,9.45,0.051,0.025
4383,113,9.3,9.45,0.051,0.025
4383,112,15.67,16.08,0.127,0.127
4385,39,15.8,16.2,0.127,0.127
4385,18,9.3,9.45,0.051,0.025
4385,54,9.3,9.45,0.051,0.025
4369,39,15.62,16.13,0.127,0.127
4369,54,8.79,8.94,0.051,0.025
4369,41,8.79,8.94,0.051,0.025
4370,112,15.62,16.13,0.127,0.127
4370,113,8.79,8.94,0.051,0.025
4370,94,7.62,9.09,0.051,0.025
5162,380,15.06,15.42,0.003,0.003
5162,389,8.81,8.97,0.003,0.003
5162,385,8.94,9.1,0.003,0.003
4642,58,14.35,15.24,0.003,0.003
4642,380,15.06,15.42,0.003,0.003
4386,21,9.3,9.45,0.051,0.025
4386,113,9.3,9.45,0.051,0.025
4386,112,15.8,16.2,0.127,0.127
1949,39,15.72,16.13,0.127,0.127
4642,389,8.81,8.97,0.003,0.003
4642,385,8.89,9.05,0.003,0.003
5876,112,16.03,16.53,0.003,0.003
5876,54,8.46,8.56,0.003,0.003
5876,387,7.62,8.71,0.003,0.003
5542,39,16.01,16.51,0.003,0.003
5542,54,8.46,8.56,0.003,0.003
5542,386,8.46,8.56,0.003,0.003
9121,39,15.07,15.43,0.003,0.003
9121,232,9.35,9.45,0.003,0.003
9121,82,9.35,9.45,0.003,0.003
9121,88,9.35,9.45,0.003,0.003
9122,39,15.17,15.53,0.003,0.003
9122,232,9.35,9.45,0.003,0.003
7615,112,15.63,16.13,0.003,0.003
7615,387,8.48,8.71,0.003,0.003
7445,112,15.3,15.7,0.003,0.003
7445,233,8.5,8.7,0.003,0.003
7445,103,8.5,8.7,0.003,0.003
7446,112,15.4,15.8,0.003,0.003
7412,39,15.11,15.37,0.003,0.003
7412,40,15.11,15.37,0.003,0.003
7412,46,15.06,15.32,0.003,0.003
7443,112,15.04,15.44,0.254,0.254
7443,233,9.4,9.6,0.003,0.003
7443,68,9.4,9.6,0.003,0.003
7444,112,15.14,15.55,0.254,0.254
7444,233,9.4,9.6,0.003,0.003
7444,68,9.4,9.6,0.003,0.003
7421,39,14.99,15.49,0.003,0.003
7421,169,14.99,15.49,0.003,0.003
7421,232,9.35,9.45,0.003,0.003
7421,8,9.35,9.45,0.003,0.003
7421,265,9.35,9.45,0.003,0.003
7423,39,14.99,15.49,0.003,0.003
7423,169,14.99,15.49,0.003,0.003
7423,232,9.35,9.45,0.003,0.003
7423,8,9.35,9.45,0.003,0.003
6780,232,8.45,8.55,0.003,0.003
6780,39,15.3,15.7,0.003,0.003
6780,75,8.45,8.55,0.003,0.003
8950,39,15.07,15.43,0.003,0.003
8950,40,15.07,15.43,0.003,0.003
8950,46,15.02,15.38,0.003,0.003
7423,265,9.35,9.45,0.003,0.003
7475,112,14.99,15.49,0.003,0.003
7475,191,14.99,15.49,0.003,0.003
8950,122,14.6,15.43,0.003,0.003
8950,232,9.35,9.45,0.003,0.003
7446,233,8.5,8.7,0.003,0.003
7446,103,8.5,8.7,0.003,0.003
7447,112,15.5,15.9,0.003,0.003
7447,233,8.5,8.7,0.003,0.003
7447,103,8.5,8.7,0.003,0.003
9080,112,14.97,15.33,0.003,0.003
9080,126,15.07,15.43,0.003,0.003
9080,121,15.02,15.38,0.003,0.003
9080,60,14.8,15.43,0.003,0.003
9080,233,9.4,9.6,0.003,0.003
9080,279,9.4,9.6,0.003,0.003
9080,102,9.4,9.6,0.003,0.003
9081,112,15.17,15.53,0.003,0.003
7462,9,8.46,8.56,0.003,0.003
7462,232,8.46,8.56,0.003,0.003
7462,43,8.46,8.56,0.003,0.003
7463,9,8.46,8.56,0.003,0.003
7463,232,8.46,8.56,0.003,0.003
7463,43,8.46,8.56,0.003,0.003
7477,39,15.67,16.08,0.003,0.003
7477,9,8.46,8.56,0.003,0.003
7477,232,8.46,8.56,0.003,0.003
7477,43,8.46,8.56,0.003,0.003
7478,39,15.67,16.08,0.003,0.003
7478,9,8.46,8.56,0.003,0.003
7478,232,8.46,8.56,0.003,0.003
7478,43,8.46,8.56,0.003,0.003
7479,39,15.55,15.95,0.003,0.003
7479,9,8.46,8.56,0.003,0.003
7479,232,8.46,8.56,0.003,0.003
7479,43,8.46,8.56,0.003,0.003
7480,39,15.67,16.08,0.003,0.003
7480,9,8.46,8.56,0.003,0.003
7480,232,8.46,8.56,0.003,0.003
7480,43,8.46,8.56,0.003,0.003
7481,39,15.67,16.08,0.003,0.003
7481,9,8.46,8.56,0.003,0.003
7481,232,8.46,8.56,0.003,0.003
7481,43,8.46,8.56,0.003,0.003
7615,113,8.48,8.71,0.003,0.003
9653,39,7.62,7.65,0.003,0.003
9653,232,9.35,9.45,0.003,0.003
9653,297,9.35,9.45,0.003,0.003
7613,112,15.73,16.23,0.003,0.003
7613,113,8.48,8.71,0.003,0.003
7613,387,8.48,8.71,0.003,0.003
8368,126,14.89,15.29,0.003,0.003
6669,39,14.88,15.14,0.003,0.003
6669,122,14.75,15.0,0.003,0.003
6669,40,14.83,15.09,0.003,0.003
6669,46,14.73,14.99,0.003,0.003
6669,232,9.33,9.43,0.003,0.003
6669,18,9.33,9.43,0.003,0.003
6669,8,9.33,9.43,0.003,0.003
8368,121,14.46,14.86,0.003,0.003
8368,233,9.4,9.6,0.003,0.003
7459,112,15.06,15.32,0.003,0.003
7459,126,15.06,15.32,0.003,0.003
7461,112,15.11,15.37,0.003,0.003
7461,126,15.11,15.37,0.003,0.003
7461,121,15.06,15.32,0.003,0.003
7460,112,15.11,15.37,0.003,0.003
7460,126,15.11,15.37,0.003,0.003
7460,121,15.06,15.32,0.003,0.003
7453,112,14.55,15.05,0.003,0.003
7453,191,14.5,15.0,0.003,0.003
7453,233,9.48,9.68,0.003,0.003
8368,304,9.4,9.6,0.003,0.003
8368,102,9.4,9.6,0.003,0.003
8368,60,14.22,15.3,0.003,0.003
6780,43,8.45,8.55,0.003,0.003
9081,126,15.17,15.53,0.003,0.003
9081,121,15.02,15.38,0.003,0.003
9081,60,14.8,15.53,0.003,0.003
9081,233,9.4,9.6,0.003,0.003
9081,279,9.4,9.6,0.003,0.003
9081,102,9.4,9.6,0.003,0.003
7497,112,16.3,16.7,0.003,0.003
7497,233,9.4,9.6,0.003,0.003
7475,233,9.45,9.65,0.003,0.003
7475,68,9.45,9.65,0.003,0.003
7475,217,9.45,9.65,0.003,0.003
7476,112,14.99,15.49,0.003,0.003
7476,191,14.99,15.49,0.003,0.003
7476,233,9.45,9.65,0.003,0.003
7476,68,9.45,9.65,0.003,0.003
7466,112,16.1,16.5,0.003,0.003
7466,233,8.5,8.7,0.003,0.003
7466,92,8.5,8.7,0.003,0.003
7464,39,16.35,16.75,0.003,0.003
7464,43,8.45,8.55,0.003,0.003
7464,232,8.45,8.55,0.003,0.003
6524,112,16.23,16.73,0.003,0.003
6524,54,8.46,8.56,0.003,0.003
7464,75,8.45,8.55,0.003,0.003
7499,112,16.35,16.75,0.003,0.003
7499,233,8.5,8.7,0.003,0.003
7499,92,8.5,8.7,0.003,0.003
9122,82,9.35,9.45,0.003,0.003
9122,88,9.35,9.45,0.003,0.003
9123,39,14.97,15.33,0.003,0.003
9123,232,9.35,9.45,0.003,0.003
9123,82,9.35,9.45,0.003,0.003
9123,88,9.35,9.45,0.003,0.003
7450,39,16.3,16.7,0.003,0.003
7450,232,9.35,9.45,0.003,0.003
7450,75,9.35,9.45,0.003,0.003
9124,39,15.07,15.43,0.003,0.003
7459,121,15.01,15.27,0.003,0.003
7459,233,8.52,8.7,0.003,0.003
7459,103,8.52,8.7,0.003,0.003
7459,92,8.52,8.7,0.003,0.003
7460,233,8.52,8.7,0.003,0.003
7460,103,8.52,8.7,0.003,0.003
7460,92,8.52,8.7,0.003,0.003
7412,232,8.44,8.54,0.003,0.003
7412,75,8.44,8.54,0.003,0.003
7412,43,8.44,8.54,0.003,0.003
7461,233,8.52,8.7,0.003,0.003
7461,103,8.52,8.7,0.003,0.003
7461,92,8.52,8.7,0.003,0.003
7459,60,15.2,15.5,0.003,0.003
7460,60,15.25,15.55,0.003,0.003
6524,387,7.62,8.71,0.003,0.003
5715,39,15.8,16.3,0.003,0.003
5715,54,8.46,8.56,0.003,0.003
5715,386,8.46,8.56,0.003,0.003
7333,39,14.99,15.49,0.254,0.254
7333,169,14.99,15.49,0.254,0.254
7333,232,9.35,9.45,0.003,0.003
7333,265,9.35,9.45,0.003,0.003
7334,39,14.99,15.49,0.254,0.254
7334,169,14.99,15.49,0.254,0.254
7334,232,9.35,9.45,0.003,0.003
7334,265,9.35,9.45,0.003,0.003
7453,68,9.48,9.68,0.003,0.003
7476,217,9.45,9.65,0.003,0.003
7412,122,15.25,15.55,0.003,0.003
7484,112,14.99,15.49,0.254,0.254
7484,191,14.99,15.49,0.254,0.254
7484,233,9.45,9.65,0.003,0.003
7484,293,9.45,9.65,0.003,0.003
7485,112,14.99,15.49,0.254,0.254
7485,191,14.99,15.49,0.254,0.254
7485,233,9.45,9.65,0.003,0.003
7485,293,9.45,9.65,0.003,0.003
8950,82,9.35,9.45,0.003,0.003
8950,88,9.35,9.45,0.003,0.003
8951,39,15.07,15.43,0.003,0.003
8951,40,15.07,15.43,0.003,0.003
8951,46,15.02,15.38,0.003,0.003
8951,122,14.7,15.43,0.003,0.003
8951,232,9.35,9.45,0.003,0.003
8951,82,9.35,9.45,0.003,0.003
8951,88,9.35,9.45,0.003,0.003
9004,39,15.2,15.7,0.003,0.003
9004,232,8.45,8.55,0.003,0.003
9004,18,8.45,8.55,0.003,0.003
9004,8,8.45,8.55,0.003,0.003
9005,39,14.95,15.35,0.003,0.003
9005,232,8.45,8.55,0.003,0.003
9005,41,8.45,8.55,0.003,0.003
9005,82,8.45,8.55,0.003,0.003
7497,103,9.4,9.6,0.003,0.003
9143,112,14.88,15.24,0.003,0.003
9143,126,14.88,15.24,0.003,0.003
9143,121,14.83,15.19,0.003,0.003
